VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnOver,SaletoPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17.31,1750,21.99,12365,214038.15,123880.97,10442,235543.58,131726.72,19190.54,21505.43,9.130127852,0.844480388,1.100474752
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,20.71,1000,28.99,10321,213747.91,257032.07,10206,295871.94,134252.69,10716.3,82124.03,27.75661322,0.988857669,1.384209745
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18.24,750,24.99,11614,211839.36,257032.07,11265,283914.35,104525.02,8874.12,72074.99,25.38617368,0.96995006,1.340234176
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,8.96,750,12.99,23640,211814.4,144929.24,23175,312371.37,104057.86,2592.83,100556.97,32.19148093,0.980329949,1.474740952
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,750,8.99,43995,210736.05,61966.91,43685,382832.11,101927.57,4894.99,172096.06,44.95340268,0.992953745,1.816642715
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29.22,750,38.99,7176,209682.72,257032.07,6790,276954.1,164737.73,5349.8,67271.38,24.28972165,0.946209588,1.320824625
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6.13,1500,9.99,34120,209155.6,144929.24,33726,326204.5,101508.53,7569.74,117048.9,35.88206171,0.988452521,1.559625944
8004,SAZERAC CO INC,5891,Ryans Irish Cream,11.84,1750,15.99,17651,208987.84,50293.62,18252,291849.48,161690.88,33539.21,82861.64,28.39190942,1.034049062,1.396490246
8004,SAZERAC CO INC,3612,Taaka Vodka,6.81,1750,9.99,30304,206370.24,50293.62,30650,284147.5,106645.45,56313.44,77777.26,27.37214299,1.011417635,1.376882151
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5.3,1500,7.99,38916,206254.8,14836.57,38957,344974.43,105214.95,8746.09,138719.63,40.21156872,1.001053551,1.672564372
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,17.98,750,24.99,11424,205403.52,257032.07,11526,290943.74,129614.09,9080.47,85540.22,29.40094879,1.008928571,1.41644963
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,17.85,1750,24.99,11462,204596.7,18544.49,11516,291064.84,171474.33,21163.47,86468.14,29.70751809,1.00471122,1.422627247
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6.05,1500,9.99,33781,204375.05,144929.24,33442,322375.46,97743.69,7506.9,118000.41,36.60340958,0.989964773,1.577371895
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9.39,750,13.99,21737,204110.43,48347.26,20903,312343.97,91170.86,2340.12,108233.54,34.65203442,0.96163224,1.530269521
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,4.51,750,6.99,45251,204082.01,27100.41,44465,335460.35,90082.77,4981.88,131378.34,39.16359713,0.982630218,1.643752676
